store_id,week_id,price_tropicana_premium_64oz,price_tropicana_premium_96oz,price_florida_natural_64oz,price_tropicana_regular_64oz,price_minute_maid_64oz,price_minute_maid_96oz,price_citrus_hill_64oz,price_tree_fresh_64oz,price_florida_gold_64oz,price_dominicks_64oz,price_dominicks_128oz,is_coupon_promotion,is_feature_ad,profit_per_unit,pct_age_over_60,pct_college_educated,pct_ethnic_population,median_income_log,pct_large_households,pct_working_women,pct_high_value_houses,distance_to_warehouse_store,sales_ratio_vs_warehouse,avg_distance_to_5_competitors,sales_ratio_vs_5_competitors,median_income,has_any_promotion,promotion_type,brand_name,brand_price,income_segment,units_sold,log_sales
83,157,0.03890625,0.046666667,0.044375,0.04046875,0.03109375,0.04,0.03328125,0.03109375,0.03,0.03,0.0271875,0,0.0,22.48456522,20.08,14.6,10.76,10.45607873,9.82,33.06,5.08,1.346800846,1.6,3.901358126,0.261860719,34755,0,No Promotion,Citrus Hill 64 oz,0.03,Low Income,2944,7.98752448
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,0,0.0,26.18,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,0,No Promotion,Dominicks 128 oz,0.03,High Income,6784,8.822322178
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,1,0.0,18.72,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,1,Coupon Only,Florida Gold 64 oz,0.03,High Income,1920,7.560080465
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,1,0.0,46.93,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,1,Coupon Only,Tree Fresh 64 oz,0.03,High Income,1856,7.526178913
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,1,0.0,30.13,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,1,Coupon Only,Dominicks 64 oz,0.02,High Income,31232,10.34919849
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,0,0.0,35.13042194,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,0,No Promotion,Tropicana Regular 64 oz,0.02,High Income,15168,9.626943225
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,0,0.0,19.20363636,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,0,No Promotion,Citrus Hill 64 oz,0.03,High Income,2816,7.943072717
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,1,1.0,30.28833333,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,1,Coupon + Feature,Minute Maid 96 oz,0.04,High Income,8064,8.99516499
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,0,0.0,39.01188811,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,0,No Promotion,Minute Maid 64 oz,0.04,High Income,7744,8.954673629
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,0,0.0,26.66072289,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,0,No Promotion,Florida's Natural 64 oz,0.04,High Income,4480,8.407378325
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,0,0.0,20.71085859,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,0,No Promotion,Tropicana Premium 96 oz,0.04,High Income,19008,9.852615222
112,159,0.04359375,0.043645833,0.04140625,0.01785117,0.037295815,0.036354167,0.03109375,0.03109375,0.02578125,0.02328125,0.025390625,1,1.0,33.25044643,8.97,32.99,6.97,10.88265918,9.67,44.02,56.07,3.101112587,0.535714286,3.017842945,0.311666297,53245,1,Coupon + Feature,Tropicana Premium 64 oz,0.04,High Income,21504,9.975994243
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,1,0.0,30.0,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,1,Coupon Only,Dominicks 64 oz,0.02,Low Income,49024,10.80006525
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,1,1.0,32.38,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,1,Coupon + Feature,Minute Maid 96 oz,0.04,Low Income,5280,8.571681377
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,0,0.0,30.11,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,0,No Promotion,Dominicks 128 oz,0.03,Low Income,4608,8.435549202
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,1,1.0,31.5310177,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,1,Coupon + Feature,Tropicana Premium 64 oz,0.04,Low Income,14464,9.579418083
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,1,0.0,15.66,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,1,Coupon Only,Florida Gold 64 oz,0.02,Low Income,3840,8.253227646
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,1,0.0,46.83,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,1,Coupon Only,Tree Fresh 64 oz,0.03,Low Income,1856,7.526178913
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,0,0.0,24.16827586,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,0,No Promotion,Citrus Hill 64 oz,0.03,Low Income,1856,7.526178913
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,0,0.0,42.02377049,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,0,No Promotion,Minute Maid 64 oz,0.04,Low Income,3392,8.129174997
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,0,0.0,35.46375,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,0,No Promotion,Tropicana Regular 64 oz,0.04,Low Income,2048,7.624618986
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,0,0.0,28.22615385,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,0,No Promotion,Florida's Natural 64 oz,0.04,Low Income,2048,7.624618986
86,159,0.0434375,0.046041667,0.0434375,0.03765625,0.03890625,0.036354167,0.03328125,0.03109375,0.02484375,0.02328125,0.0275,0,0.0,24.79421053,13.88,9.68,42.79,10.08897077,11.87,29.32,21.01,2.038235325,0.952380952,1.165745204,0.460779411,24076,0,No Promotion,Tropicana Premium 96 oz,0.05,Low Income,3648,8.201934351
53,160,0.05328125,0.0415625,0.05,0.04609375,0.03421875,0.036354167,0.04328125,0.03109375,0.04,0.035,0.033359375,1,0.122504146,34.03625092,30.03,27.04,6.57,10.60000405,11.37,31.26,44.13,10.45970992,1.0,2.132004658,0.332950694,40135,1,0,Minute Maid 64 oz,0.03,Middle Income,77184,11.25394746
114,160,0.0434375,0.0415625,0.0434375,0.03765625,0.03421875,0.037017504,0.03328125,0.03375,0.02796875,0.026875,0.0275,1,0.0,41.63709677,18.22,9.44,44.12,10.34794899,11.2,30.75,0.98,4.935835625,1.454545455,3.239227061,0.147758687,31193,1,Coupon Only,Tropicana Regular 64 oz,0.04,Low Income,3968,8.286017468
14,160,0.05328125,0.0415625,0.05,0.04609375,0.03421875,0.036354167,0.04328125,0.03109375,0.04,0.035,0.033359375,1,0.0,46.44664671,21.39,34.83,3.42,11.04392933,10.79,36.23,75.08,3.320947571,0.75,2.359891293,0.73181003,62563,1,Coupon Only,Tropicana Premium 64 oz,0.05,High Income,10688,9.276876896
102,160,0.04203125,0.040625,0.0384375,0.0346875,0.03265625,0.034791667,0.02890625,0.03234375,0.02796875,0.02546875,0.02359375,1,0.153304015,32.38634146,21.66,12.07,17.22,10.49385422,13.89,28.99,3.43,5.844058186,0.689655172,2.353846891,0.158903149,36093,1,0,Minute Maid 64 oz,0.03,Low Income,66944,11.11161173
12,160,0.04984375,0.0415625,0.04671875,0.043125,0.03421875,0.036354167,0.04046875,0.03109375,0.03734375,0.03265625,0.031171875,1,0.0,50.19,17.83,25.34,38.07,9.996659083,5.72,39.09,38.66,9.198733552,1.111111111,0.83930322,0.10599881,21953,1,Coupon Only,Dominicks 64 oz,0.03,Low Income,15232,9.631153757
102,160,0.04203125,0.040625,0.0384375,0.0346875,0.03265625,0.034791667,0.02890625,0.03234375,0.02796875,0.02546875,0.02359375,1,0.0,25.08,21.66,12.07,17.22,10.49385422,13.89,28.99,3.43,5.844058186,0.689655172,2.353846891,0.158903149,36093,1,Coupon Only,Florida Gold 64 oz,0.03,Low Income,2304,7.742402022
134,160,0.046841121,0.0415625,0.05,0.04328125,0.03421875,0.039468483,0.03828125,0.0325,0.03,0.0265625,0.03171875,1,0.0,16.77173913,9.02,24.79,10.59,10.7225182,15.49,38.81,34.62,6.678129633,1.972222222,3.224540507,0.657090005,45366,1,Coupon Only,Tropicana Premium 96 oz,0.04,Middle Income,6624,8.798454696
12,160,0.04984375,0.0415625,0.04671875,0.043125,0.03421875,0.036354167,0.04046875,0.03109375,0.03734375,0.03265625,0.031171875,0,0.0,37.74,17.83,25.34,38.07,9.996659083,5.72,39.09,38.66,9.198733552,1.111111111,0.83930322,0.10599881,21953,0,No Promotion,Dominicks 128 oz,0.03,Low Income,7680,8.946374826
117,160,0.0434375,0.0415625,0.0434375,0.03765625,0.03421875,0.036354167,0.03328125,0.03109375,0.02796875,0.02890625,0.0275,0,0.0,24.58444444,11.01,24.91,4.99,10.76096203,10.64,43.91,35.28,3.434272274,1.4,1.849425028,0.498380462,47144,0,No Promotion,Citrus Hill 64 oz,0.03,High Income,576,6.356107661
102,160,0.04203125,0.040625,0.0384375,0.0346875,0.03265625,0.034791667,0.02890625,0.03234375,0.02796875,0.02546875,0.02359375,0,0.0,20.87785714,21.66,12.07,17.22,10.49385422,13.89,28.99,3.43,5.844058186,0.689655172,2.353846891,0.158903149,36093,0,No Promotion,Minute Maid 96 oz,0.03,Low Income,5376,8.589699882
129,160,0.04515625,0.0415625,0.04671875,0.04046875,0.03421875,0.037710224,0.03578125,0.035625,0.02796875,0.028125,0.029609375,1,0.0,37.4735,10.34,30.78,3.41,10.99986401,12.21,36.79,69.14,7.082314817,1.041666667,2.65687913,0.342210744,59866,1,Coupon Only,Tropicana Premium 64 oz,0.05,High Income,7680,8.946374826
53,160,0.05328125,0.0415625,0.05,0.04609375,0.03421875,0.036354167,0.04328125,0.03109375,0.04,0.035,0.033359375,1,0.0,16.76034483,30.03,27.04,6.57,10.60000405,11.37,31.26,44.13,10.45970992,1.0,2.132004658,0.332950694,40135,1,Coupon Only,Tropicana Premium 96 oz,0.04,Middle Income,13920,9.541081934
2,160,0.04640625,0.0415625,0.04671875,0.043125,0.03421875,0.036909743,0.04046875,0.03234375,0.03734375,0.0284375,0.031171875,1,0.0,16.76697674,23.29,24.89,11.43,10.55320518,10.4,30.36,46.39,2.110122129,1.142857143,1.927279669,0.376926613,38300,1,Coupon Only,Tropicana Premium 96 oz,0.04,Middle Income,8256,9.018695488
114,160,0.0434375,0.0415625,0.0434375,0.03765625,0.03421875,0.037017504,0.03328125,0.03375,0.02796875,0.026875,0.0275,1,0.0,41.2,18.22,9.44,44.12,10.34794899,11.2,30.75,0.98,4.935835625,1.454545455,3.239227061,0.147758687,31193,1,Coupon Only,Tree Fresh 64 oz,0.03,Low Income,2240,7.714231145
53,160,0.05328125,0.0415625,0.05,0.04609375,0.03421875,0.036354167,0.04328125,0.03109375,0.04,0.035,0.033359375,1,0.0,46.93,30.03,27.04,6.57,10.60000405,11.37,31.26,44.13,10.45970992,1.0,2.132004658,0.332950694,40135,1,Coupon Only,Tree Fresh 64 oz,0.03,Middle Income,2432,7.796469243
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,1,0.0,27.76439024,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,1,Coupon Only,Minute Maid 96 oz,0.04,High Income,3936,8.277920258
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,1,0.14515859,34.9275154,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,1,0,Minute Maid 64 oz,0.03,High Income,58112,10.97012746
44,160,0.046704024,0.0415625,0.05,0.04328125,0.03421875,0.040372113,0.03828125,0.03421875,0.03,0.026875,0.03171875,1,0.0,39.47,19.1,32.97,3.76,10.86915875,11.64,34.08,64.27,6.134798707,0.615384615,1.64310311,0.539190205,52531,1,Coupon Only,Dominicks 64 oz,0.03,High Income,5056,8.528330936
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,1,0.0,41.84,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,1,Coupon Only,Dominicks 64 oz,0.03,High Income,6976,8.850230966
8,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,1,0.0,27.6792,25.24,9.52,3.52,10.59700966,13.17,28.31,5.42,2.636332801,1.5,2.905384316,0.641015947,40015,1,Coupon Only,Minute Maid 96 oz,0.04,Middle Income,4800,8.476371197
107,160,0.05,0.0415625,0.05,0.04328125,0.03421875,0.036354167,0.03828125,0.03109375,0.03,0.03328125,0.03171875,0,0.0,38.82,26.19,27.31,2.56,10.82713119,9.43,31.12,53.39,5.821370205,1.19047619,1.994644862,0.300364461,50369,0,No Promotion,Dominicks 128 oz,0.03,High Income,5120,8.540909718
44,160,0.046704024,0.0415625,0.05,0.04328125,0.03421875,0.040372113,0.03828125,0.03421875,0.03,0.026875,0.03171875,1,0.0,39.72,19.1,32.97,3.76,10.86915875,11.64,34.08,64.27,6.134798707,0.615384615,1.64310311,0.539190205,52531,1,Coupon Only,Tree Fresh 64 oz,0.03,High Income,1088,6.992096427
122,160,0.04203125,0.040625,0.0384375,0.0346875,0.03265625,0.034791667,0.02890625,0.03109375,0.02796875,0.02546875,0.02359375,0,0.0,20.69,6.2,25.59,7.84,10.77505285,12.58,42.59,28.04,2.597516352,0.6,2.752490308,0.238737607,47813,0,No Promotion,Dominicks 128 oz,0.02,High Income,12032,9.395325046
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,1,0.0,25.08,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,1,Coupon Only,Florida Gold 64 oz,0.03,High Income,1536,7.336936914
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,1,0.0,46.93,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,1,Coupon Only,Tree Fresh 64 oz,0.03,High Income,960,6.866933285
44,160,0.046704024,0.0415625,0.05,0.04328125,0.03421875,0.040372113,0.03828125,0.03421875,0.03,0.026875,0.03171875,1,0.0,30.15,19.1,32.97,3.76,10.86915875,11.64,34.08,64.27,6.134798707,0.615384615,1.64310311,0.539190205,52531,1,Coupon Only,Florida Gold 64 oz,0.03,High Income,1408,7.249925537
122,160,0.04203125,0.040625,0.0384375,0.0346875,0.03265625,0.034791667,0.02890625,0.03109375,0.02796875,0.02546875,0.02359375,1,0.0,36.13,6.2,25.59,7.84,10.77505285,12.58,42.59,28.04,2.597516352,0.6,2.752490308,0.238737607,47813,1,Coupon Only,Dominicks 64 oz,0.03,High Income,13504,9.510741217
107,160,0.05,0.0415625,0.05,0.04328125,0.03421875,0.036354167,0.03828125,0.03109375,0.03,0.03328125,0.03171875,1,0.0,51.13,26.19,27.31,2.56,10.82713119,9.43,31.12,53.39,5.821370205,1.19047619,1.994644862,0.300364461,50369,1,Coupon Only,Dominicks 64 oz,0.03,High Income,8000,8.987196821
8,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,0,0.0,19.42804878,25.24,9.52,3.52,10.59700966,13.17,28.31,5.42,2.636332801,1.5,2.905384316,0.641015947,40015,0,No Promotion,Citrus Hill 64 oz,0.03,Middle Income,2624,7.87245515
44,160,0.046704024,0.0415625,0.05,0.04328125,0.03421875,0.040372113,0.03828125,0.03421875,0.03,0.026875,0.03171875,1,0.0,31.7125,19.1,32.97,3.76,10.86915875,11.64,34.08,64.27,6.134798707,0.615384615,1.64310311,0.539190205,52531,1,Coupon Only,Minute Maid 96 oz,0.04,High Income,4224,8.348537825
80,160,0.04828125,0.0415625,0.044375,0.04,0.03421875,0.036354167,0.03328125,0.03109375,0.03,0.03,0.0271875,1,0.0,16.75111111,15.27,30.45,4.19,10.90950929,9.99,40.36,54.81,0.323594391,0.5,1.755245053,0.356535884,54694,1,Coupon Only,Tropicana Premium 96 oz,0.04,High Income,19008,9.852615222
123,160,0.04595261,0.0415625,0.04671875,0.043125,0.03421875,0.038950231,0.04046875,0.0334375,0.03734375,0.02765625,0.031171875,1,0.0,16.77021739,17.6,15.32,20.48,10.33410045,14.5,31.16,22.87,7.449993976,1.111111111,1.60714281,0.166802611,30764,1,Coupon Only,Tropicana Premium 96 oz,0.04,Low Income,13248,9.491601877
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,1,0.0,16.75782946,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,1,Coupon Only,Tropicana Premium 96 oz,0.04,High Income,12384,9.424160596
45,160,0.0434375,0.0415625,0.0434375,0.03765625,0.03421875,0.036354167,0.03328125,0.03109375,0.02796875,0.02890625,0.0275,1,0.0,34.21111111,12.89,28.02,8.72,10.74537796,8.37,46.41,34.2,3.158816596,1.25,2.891890631,0.887524737,46415,1,Coupon Only,Tropicana Premium 64 oz,0.04,Middle Income,4608,8.435549202
131,160,0.0434375,0.0415625,0.0434375,0.03765625,0.03421875,0.037329411,0.03328125,0.03390625,0.02796875,0.02734375,0.0275,1,0.0,16.76870968,17.07,27.14,7.47,10.79353697,9.01,41.48,45.6,3.159728192,0.625,1.49003586,0.383226786,48705,1,Coupon Only,Tropicana Premium 96 oz,0.04,High Income,11904,9.384629757
109,160,0.05328125,0.0415625,0.05,0.04609375,0.03421875,0.036354167,0.04328125,0.03109375,0.04,0.035,0.033359375,1,0.0,46.29884615,15.11,47.69,6.07,11.23319833,11.42,34.08,87.88,7.481499805,0.714285714,2.416943478,0.394100191,75599,1,Coupon Only,Tropicana Premium 64 oz,0.05,High Income,14976,9.614204199
116,160,0.0434375,0.0415625,0.0434375,0.03765625,0.03421875,0.036354167,0.03328125,0.03109375,0.02796875,0.02890625,0.0275,1,0.0,16.75460177,18.82,25.92,3.31,10.69711335,11.77,35.56,30.82,3.215079635,1.666666667,1.55776418,0.812883335,44228,1,Coupon Only,Tropicana Premium 96 oz,0.04,Middle Income,10848,9.29173601
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,0,0.0,19.31551724,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,0,No Promotion,Citrus Hill 64 oz,0.03,High Income,1856,7.526178913
123,160,0.04595261,0.0415625,0.04671875,0.043125,0.03421875,0.038950231,0.04046875,0.0334375,0.03734375,0.02765625,0.031171875,1,0.0,38.60653333,17.6,15.32,20.48,10.33410045,14.5,31.16,22.87,7.449993976,1.111111111,1.60714281,0.166802611,30764,1,Coupon Only,Tropicana Premium 64 oz,0.05,Low Income,4800,8.476371197
80,160,0.04828125,0.0415625,0.044375,0.04,0.03421875,0.036354167,0.03328125,0.03109375,0.03,0.03,0.0271875,1,0.0,40.73743119,15.27,30.45,4.19,10.90950929,9.99,40.36,54.81,0.323594391,0.5,1.755245053,0.356535884,54694,1,Coupon Only,Tropicana Premium 64 oz,0.05,High Income,6976,8.850230966
78,160,0.04515625,0.0415625,0.04140625,0.03734375,0.03421875,0.036354167,0.03109375,0.03109375,0.02796875,0.02796875,0.025390625,0,0.0,23.57,11.19,31.44,5.61,10.95917494,11.12,42.4,52.83,0.132096821,1.142857143,1.704244878,0.515669276,57479,0,No Promotion,Dominicks 128 oz,0.03,High Income,8704,9.071537969
44,160,0.046704024,0.0415625,0.05,0.04328125,0.03421875,0.040372113,0.03828125,0.03421875,0.03,0.026875,0.03171875,0,0.0,34.42652174,19.1,32.97,3.76,10.86915875,11.64,34.08,64.27,6.134798707,0.615384615,1.64310311,0.539190205,52531,0,No Promotion,Citrus Hill 64 oz,0.04,High Income,1472,7.294377299
80,160,0.04828125,0.0415625,0.044375,0.04,0.03421875,0.036354167,0.03328125,0.03109375,0.03,0.03,0.0271875,1,0.0,28.0265625,15.27,30.45,4.19,10.90950929,9.99,40.36,54.81,0.323594391,0.5,1.755245053,0.356535884,54694,1,Coupon Only,Minute Maid 96 oz,0.04,High Income,6144,8.723231275
